job_title,years_experience,education,location,skills,salary_chf
Data Scientist,8,Master,Remote CH,machine learning;cloud;spark;project management;java;docker,164015.0
IT Consultant,2,Bachelor,Remote CH,cloud;machine learning;python;nlp;java,120693.0
IT Consultant,5,PhD,Zurich,project management;machine learning;nlp;python;docker;spark,140091.0
IT Consultant,4,Master,Remote CH,cloud;python;nlp,141513.0
Data Engineer,3,Bachelor,Other CH,sql;nlp,117841.0
Data Engineer,11,Master,Zurich,project management;spark;machine learning,156831.0
IT Consultant,1,Master,Other CH,nlp;power bi;project management;java;cloud,129966.0
Data Scientist,6,Bachelor,Basel,power bi;project management;sql;nlp;machine learning,119011.0
IT Consultant,5,Bachelor,Zurich,java;docker;project management,130702.0
Data Engineer,7,Master,Zurich,python;sql;java;machine learning;spark;cloud,166505.0
Data Engineer,14,Bachelor,Other CH,sql;java,145587.0
IT Consultant,4,Master,Remote CH,machine learning;docker;power bi;sql;nlp;cloud,151417.0
IT Consultant,15,Apprenticeship,Other CH,cloud;sql;machine learning,148203.0
Business Analyst,1,Bachelor,Remote CH,docker;project management;python,117343.0
Data Scientist,13,Master,Remote CH,python;power bi;java;spark;machine learning;sql,162238.0
ML Engineer,8,Apprenticeship,Basel,docker;sql;project management,144035.0
Data Scientist,6,Master,Basel,java;spark,129659.0
Business Analyst,1,Master,Geneva,spark;nlp;power bi,108402.0
Data Engineer,5,PhD,Remote CH,python;cloud,123693.0
Business Analyst,2,Bachelor,Remote CH,project management;power bi;sql;spark;cloud,123421.0
IT Consultant,7,Master,Geneva,machine learning;python;nlp,144594.0
Data Engineer,7,PhD,Other CH,docker;power bi;sql;cloud,138363.0
IT Consultant,1,Master,Other CH,docker;cloud;machine learning;java;sql;project management,114492.0
Business Analyst,1,Apprenticeship,Remote CH,sql;java;project management;docker,110703.0
IT Consultant,15,Master,Zurich,power bi;spark;python;nlp;cloud;sql,181008.0
IT Consultant,9,Master,Other CH,project management;java;power bi,131495.0
Data Scientist,5,Master,Remote CH,power bi;sql;docker;python,126163.0
Business Analyst,17,Master,Bern,project management;power bi;java,151559.0
ML Engineer,4,PhD,Remote CH,nlp;python;spark;power bi,165800.0
Software Developer,7,Apprenticeship,Zurich,docker;machine learning;cloud;sql;python,134572.0
Business Analyst,3,Master,Other CH,docker;power bi;cloud;sql;java,88449.0
IT Consultant,4,Bachelor,Zurich,machine learning;project management,121499.0
IT Consultant,17,Master,Remote CH,nlp;power bi;java;spark,163113.0
ML Engineer,6,PhD,Zurich,cloud;spark,156406.0
Data Engineer,10,Apprenticeship,Other CH,project management;docker;spark;java;power bi;nlp,135385.0
Business Analyst,2,Master,Zurich,project management;power bi;sql;java,126085.0
Data Scientist,0,Bachelor,Basel,machine learning;nlp,106064.0
IT Consultant,17,Master,Basel,nlp;sql;project management;docker;cloud,173981.0
ML Engineer,4,Bachelor,Zurich,sql;python;spark;power bi;cloud,151318.0
Business Analyst,14,Bachelor,Other CH,nlp;power bi;cloud;sql,131510.0
ML Engineer,5,Master,Remote CH,machine learning;spark;cloud;java;python;sql,145198.0
Business Analyst,2,Master,Geneva,project management;java;machine learning;spark,123922.0
Software Developer,1,Bachelor,Other CH,machine learning;project management;power bi;java;sql,111904.0
IT Consultant,8,PhD,Zurich,sql;nlp;project management;power bi;machine learning,136024.0
IT Consultant,2,Master,Remote CH,nlp;power bi;python,128099.0
Data Engineer,7,Master,Remote CH,nlp;cloud,140305.0
Software Developer,3,Master,Basel,sql;project management;docker;power bi,114462.0
ML Engineer,4,Apprenticeship,Zurich,machine learning;spark;cloud;power bi;java;docker,129667.0
